bathrooms,bedrooms,ber,latitude,longitude,monthly_price,is_apartment
1.0,1.0,E1,53.32482734539,-6.2529398287332,1900,True
1.0,1.0,SI_666,53.343666290715,-6.2390942554089,2400,True
1.0,2.0,SI_666,53.346002747383,-6.255067756789,2800,True
2.0,2.0,SI_666,53.343641979912,-6.2389948280068,3400,True
2.0,2.0,A1,53.39798970954325,-6.287225088099433,2400,True
3.0,4.0,B2,53.384463,-6.403909,2800,False
1.0,2.0,E1,53.343408,-6.244062,2975,True
2.0,3.0,SI_666,53.299849,-6.218962,4500,True
1.0,1.0,B3,53.323807,-6.230088,2500,True
1.0,1.0,C2,53.3205734,-6.2593625,1780,True
1.0,2.0,SI_666,53.344135,-6.241934,2600,True
1.0,1.0,A1,53.304977,-6.327424,1166,True
1.0,1.0,C2,53.330523656749,-6.2504382902178,1950,True
1.0,1.0,E2,53.300268,-6.250123,1100,True
,1.0,A2,53.33087039912803,-6.331180409751596,1114,False
2.0,3.0,,53.2691067,-6.2596583,2600,True
3.0,3.0,A1,53.32648,-6.219785,4500,False
,1.0,SI_666,53.326571912894,-6.257739558197,1150,False
1.0,1.0,SI_666,53.354755,-6.251723,1720,True
1.0,1.0,B3,53.26075,-6.207593,1971,True
2.0,1.0,B1,53.349637077799514,-6.238262891176419,2200,True
2.0,2.0,B2,53.349771569306,-6.238273620012706,2975,True
1.0,3.0,C1,53.379463,-6.394078,3000,False
2.0,2.0,C2,53.406063,-6.249716,2200,True
1.0,1.0,C2,53.337091649297,-6.3230396206068,2100,True
1.0,1.0,C3,53.324103313356,-6.2714921580739,2571,True
1.0,2.0,SI_666,53.331399734115,-6.2845205578471,1750,True
1.0,1.0,B2,53.342525096,-6.293898725156,1560,True
2.0,3.0,D1,53.230467,-6.118452,3000,False
2.0,2.0,C3,53.344058,-6.269186,2800,True
,1.0,SI_666,53.358909,-6.195332,1150,False
1.0,1.0,E1,53.345796257484,-6.236337758088,2495,True
1.0,2.0,B3,53.34961723551302,-6.238241668451224,2500,True
2.0,1.0,B2,53.35018022136512,-6.238197516311658,3750,True
2.0,1.0,B3,53.3496050616811,-6.238058482461554,2150,True
2.0,2.0,B2,53.251251170985,-6.206778070015,2200,True
2.0,3.0,C3,53.320779746018,-6.2355581306417,3300,False
1.0,1.0,SI_666,53.346291047819,-6.2819451114046,1840,True
1.0,3.0,C2,53.380009,-6.183699,2500,False
2.0,2.0,C1,53.282963,-6.243665,2650,True
1.0,3.0,D1,53.393169,-6.252045,3000,False
1.0,2.0,C2,53.379006,-6.378316,2550,False
2.0,4.0,C3,53.376562,-6.361715,3120,False
2.0,2.0,C3,53.376102,-6.390665,2100,True
1.0,1.0,C3,53.366811,-6.31304,2000,True
1.0,4.0,C3,53.386358,-6.25206,2650,False
3.0,3.0,A3,53.406177,-6.155445,2430,False
3.0,3.0,C1,53.31207023243934,-6.248504851838447,4645,True
,1.0,C2,53.331539832656404,-6.251105077382647,1797,False
1.0,1.0,A2,53.2960379,-6.2630315,2200,True
1.0,1.0,D1,53.32748,-6.253975,1900,True
1.0,1.0,D2,53.34933,-6.256502,1748,True
,1.0,SI_666,53.3519141,-6.2970258,1600,False
1.0,2.0,SI_666,53.3339698,-6.2516039,3200,True
2.0,4.0,D2,53.25004,-6.207352,3945,False
1.0,1.0,D2,53.327494791,-6.255308289,1838,True
1.0,1.0,D2,53.362373,-6.261363,1200,True
1.0,2.0,C3,53.334268,-6.242182,2500,True
2.0,2.0,C1,53.340929,-6.268877,2695,True
1.0,2.0,SI_666,53.353634,-6.287213,1950,True
2.0,2.0,B2,53.334982,-6.272917,3500,False
1.0,1.0,SI_666,53.35624,-6.260482,1690,True
,1.0,SI_666,53.354589,-6.294793,1500,False
1.0,2.0,B2,53.335017,-6.272481,3500,False
,1.0,B2,53.326054,-6.253409,1550,False
2.0,2.0,B2,53.334982,-6.272917,3500,False
1.0,1.0,SI_666,53.35624,-6.260482,1690,True
,1.0,SI_666,53.354589,-6.294793,1500,False
1.0,2.0,B2,53.335017,-6.272481,3500,False
,1.0,SI_666,53.279371,-6.28934,1071,False
1.0,1.0,D1,53.303138,-6.20333,1850,True
1.0,2.0,SI_666,53.324126,-6.210502,4500,True
1.0,1.0,SI_666,53.3304397,-6.2354703,3000,True
1.0,1.0,SI_666,53.336452,-6.231983,3400,True
1.0,2.0,SI_666,53.334684,-6.235414,4800,False
1.0,2.0,SI_666,53.3318238,-6.2199929,4800,True
1.0,1.0,SI_666,53.32919,-6.21314,3400,True
1.0,1.0,SI_666,53.327795,-6.232073,4050,True
2.0,2.0,SI_666,53.332563,-6.229435,5000,True
1.0,1.0,SI_666,53.363328,-6.194427,3200,True
2.0,2.0,C3,53.293328,-6.280101,1969,True
2.0,3.0,C3,53.342365,-6.231574,4100,True
1.0,2.0,C3,53.318446,-6.21446,1875,True
1.0,1.0,D1,53.357104,-6.273362,1587,True
1.0,2.0,C3,53.275806,-6.416591,1562,True
1.0,1.0,B2,53.287012,-6.150072,1650,True
1.0,2.0,B3,53.326898,-6.262457,2200,True
1.0,1.0,E2,53.346775,-6.263019,1575,True
2.0,2.0,D1,53.340099,-6.26852,2900,True
2.0,4.0,F,53.30957,-6.202161,3000,False
1.0,1.0,A3,53.371838,-6.233146,2150,True
2.0,2.0,A3,53.263025,-6.224782,2400,True
1.0,2.0,E1,53.298336,-6.279691,2000,True
2.0,2.0,A2,53.262972,-6.224883,2400,True
2.0,2.0,A2,53.263025,-6.224782,2400,True
,1.0,SI_666,53.32062,-6.263098,1500,False
2.0,2.0,D2,53.372705,-6.237328,1890,True
,1.0,SI_666,53.325323,-6.252532,1550,False
1.0,1.0,SI_666,53.32062,-6.263098,1700,True
2.0,2.0,E1,53.34549,-6.251915,2200,True
2.0,2.0,A2,53.263025,-6.224782,2900,True
1.0,2.0,C2,53.292399,-6.237728,2200,True
2.0,2.0,A2,53.263025,-6.224782,2400,True
1.0,1.0,A3,53.371838,-6.233146,2150,True
2.0,1.0,SI_666,53.329705,-6.262304,2400,True
3.0,4.0,A2,53.264845,-6.156717,4200,False
1.0,1.0,SI_666,53.325323,-6.252532,1650,True
,1.0,SI_666,53.32062,-6.263098,1250,False
3.0,3.0,A2,53.257456,-6.215855,3250,False
2.0,2.0,C1,53.349813,-6.244627,2011,True
1.0,2.0,C2,53.344305,-6.247448,2358,True
2.0,4.0,A3,53.248795,-6.158025,3700,False
6.0,6.0,A3,53.230533,-6.134993,4997,False
2.0,3.0,A2,53.278094,-6.306622,3050,True
1.0,1.0,D2,53.349462,-6.279439,1691,True
2.0,2.0,A3,53.278094,-6.306622,2290,True
1.0,1.0,SI_666,53.342982,-6.263294,1976,True
2.0,2.0,C2,53.265034,-6.148662,2594,True
1.0,1.0,A3,53.321624,-6.285369,2208,True
2.0,2.0,E1,53.34927,-6.241234,2593,True
2.0,2.0,E1,53.381854,-6.176371,3500,False
2.0,2.0,C3,53.34496,-6.268027,3000,True
1.0,1.0,SI_666,53.331072,-6.251906,1962,True
1.0,1.0,E1,53.356068,-6.265947,2000,True
,1.0,D2,53.360396354167,-6.2826312467205,875,False
1.0,2.0,C1,53.375734,-6.253803,2018,True
1.0,1.0,A3,53.345083202273,-6.2310563099842,3500,True
2.0,2.0,SI_666,53.344634939338,-6.2384983789397,3500,True
1.0,1.0,E2,53.339162,-6.275313,1700,True
1.0,1.0,SI_666,53.331785,-6.27039,1600,True
1.0,1.0,SI_666,53.339737244893,-6.2725478536329,1850,True
2.0,2.0,SI_666,53.329492,-6.244432,2600,True
2.0,2.0,A2,53.249118,-6.179715,2500,True
1.0,1.0,SI_666,53.329608,-6.264054,1900,True
,1.0,SI_666,53.362225,-6.250723,1495,False
1.0,1.0,A2,53.254963,-6.14569,2062,True
1.0,1.0,A2,53.301144089719,-6.3184951821759,1600,True
1.0,3.0,E2,53.362673,-6.248635,2850,False
1.0,1.0,D1,53.347898,-6.300251,1900,True
1.0,1.0,A3,53.345382,-6.243067,2740,True
1.0,2.0,SI_666,53.343727,-6.32922,2350,False
1.0,2.0,C3,53.35184,-6.255561,1900,True
1.0,2.0,SI_666,53.34754,-6.307173,1764,True
2.0,2.0,B3,53.33222350919581,-6.230419376673979,2899,True
2.0,2.0,E1,53.331318,-6.228504,2327,True
1.0,1.0,SI_666,53.35945098732199,-6.256310449076182,1500,True
1.0,1.0,G,53.39494273122065,-6.284255186370416,1000,True
2.0,2.0,C1,53.342715,-6.236459,2700,True
2.0,2.0,B3,53.405646,-6.289409,2200,True
1.0,1.0,C1,53.351717,-6.258382,1750,True
2.0,2.0,C2,53.342715,-6.236459,2700,True
1.0,2.0,D2,53.381534,-6.235512,2100,False
2.0,3.0,C1,53.308151,-6.243232,3200,False
2.0,4.0,E1,53.289714,-6.310753,3000,False
1.0,2.0,SI_666,53.356747,-6.255991,2400,True
3.0,3.0,A2,53.265148,-6.205166,4000,False
1.0,1.0,D2,53.330711,-6.265626,1938,True
3.0,2.0,A3,53.290295,-6.195227,3200,False
2.0,2.0,D1,53.300875,-6.294842,2600,True
2.0,4.0,SI_666,53.362727,-6.242293,2800,True
2.0,3.0,SI_666,53.400791,-6.259671,2600,True
1.0,1.0,SI_666,53.401994,-6.215228,1500,True
1.0,1.0,B3,53.338653951,-6.235205146,2300,True
1.0,1.0,C1,53.3288697,-6.2305235,2450,True
2.0,2.0,C1,53.344069,-6.234257,3500,True
2.0,4.0,C3,53.323734,-6.246895,5000,False
1.0,1.0,C1,53.3288697,-6.2305235,2450,True
1.0,2.0,D1,53.346304,-6.260789,2650,True
1.0,1.0,C2,53.332281,-6.2646,1750,True
1.0,1.0,SI_666,53.325318,-6.231415,2200,True
2.0,3.0,C3,53.287937,-6.280357,2310,False
2.0,3.0,C3,53.278079,-6.172996,2800,True
1.0,2.0,D2,53.343391,-6.276693,2578,True
1.0,3.0,C3,53.308592,-6.370511,1793,False
1.0,2.0,C2,53.340312,-6.231869,3000,True
1.0,2.0,SI_666,53.364677,-6.263014,1750,True
2.0,2.0,C1,53.292303,-6.193968,1950,True
1.0,2.0,B3,53.302545,-6.235914,2500,False
2.0,4.0,D2,53.295273,-6.166437,5000,False
1.0,2.0,B2,53.34444,-6.268773,2700,True
1.0,2.0,SI_666,53.354754710378245,-6.261207325420116,2950,True
,1.0,C2,53.311587,-6.388519,1800,False
1.0,2.0,SI_666,53.35526,-6.261486,2950,True
2.0,2.0,A2,53.313442,-6.227434,3500,True
1.0,1.0,SI_666,53.35526,-6.261486,2900,True
2.0,2.0,B3,53.325695,-6.244128,3300,True
1.0,2.0,SI_666,53.3540489,-6.2601439,2950,True
4.0,6.0,D1,53.268346,-6.256239,4000,False
2.0,2.0,D2,53.381727,-6.290125,1725,True
1.0,3.0,D2,53.40427115,-6.19736842,1650,False
2.0,4.0,D1,53.390747,-6.284881,3500,False
1.0,3.0,D1,53.342544,-6.392053,2500,False
2.0,3.0,D1,53.419852,-6.382449,2300,True
2.0,3.0,A2,53.256886,-6.165606,3500,True
2.0,2.0,A2,53.331231,-6.263534,3498,True
2.0,3.0,A2,53.256886,-6.165606,3500,True
2.0,2.0,A2,53.331231,-6.263534,3498,True
2.0,2.0,A2,53.33142,-6.263804,3250,True
1.0,3.0,E1,53.31278,-6.335416,3000,False
3.0,4.0,C1,53.2844,-6.229681,4000,False
2.0,3.0,E1,53.286649,-6.25283,3000,False
1.0,1.0,C2,53.269869,-6.237269,1950,True
1.0,2.0,C3,53.383598,-6.212088,2400,True
1.0,1.0,D2,53.356316,-6.258954,1556,True
1.0,1.0,C3,53.349519,-6.245432,1734,True
1.0,3.0,SI_666,53.329011,-6.257689,2850,False
1.0,2.0,D2,53.346052,-6.254444,2040,True
2.0,2.0,C3,53.292324312246,-6.1934586007249,2500,True
1.0,1.0,A3,53.358978,-6.256289,1920,True
1.0,2.0,SI_666,53.354527646269,-6.2387792883447,1860,False
1.0,1.0,B3,53.275403,-6.298005,1650,True
,1.0,SI_666,53.319809,-6.264508,1504,False
2.0,2.0,C2,53.332321,-6.377912,1900,True
,1.0,SI_666,53.319809,-6.264508,1296,False
1.0,1.0,D1,53.349442,-6.282134,1350,True
1.0,2.0,D1,53.28385,-6.105127,2075,True
,1.0,D2,53.354209,-6.294442,700,False
3.0,3.0,D1,53.294731,-6.166619,4500,False
2.0,3.0,A2,53.405109,-6.280857,3000,False
2.0,3.0,SI_666,53.338083,-6.246956,4500,False
2.0,2.0,B2,53.350121,-6.238616,2589,True
1.0,2.0,D2,53.34857,-6.269233,2700,True
2.0,2.0,C1,53.299148,-6.204578,3000,True
,1.0,SI_666,53.338083,-6.246956,2000,False
2.0,2.0,D1,53.349197540815766,-6.278636346560745,2750,True
1.0,1.0,C3,53.319341,-6.26314,2150,True
2.0,3.0,D1,53.3741,-6.368757,3000,False
1.0,1.0,E1,53.346463,-6.264783,2100,True
1.0,1.0,D1,53.350886,-6.274418,2000,True
2.0,2.0,D2,53.309663,-6.286337,2317,True
1.0,1.0,A3,53.282344,-6.140736,1775,True
1.0,2.0,C3,53.341449,-6.234468,2550,True
1.0,2.0,D1,53.343739,-6.227193,2650,True
1.0,2.0,SI_666,53.326951,-6.244883,3000,False
1.0,2.0,SI_666,53.326951,-6.244883,3000,False
1.0,1.0,SI_666,53.375645,-6.200145,1435,True
2.0,3.0,B1,53.376976,-6.224352,4000,False
2.0,3.0,A3,53.338529,-6.237585,3428,True
3.0,4.0,SI_666,53.393905,-6.243382,4200,False
2.0,4.0,D1,53.383888,-6.16406,3570,False
2.0,3.0,C1,53.260461,-6.209809,2350,False
2.0,2.0,C1,53.340929,-6.268877,3250,True
1.0,2.0,F,53.317817,-6.236719,2240,True
2.0,3.0,E1,53.302102,-6.222327,3200,False
1.0,1.0,A2,53.256139,-6.201836,2100,True
2.0,2.0,A2,53.308514,-6.269394,2495,True
2.0,3.0,D2,53.285402,-6.404995,2500,False
1.0,2.0,G,53.29256,-6.145829,1800,True
1.0,1.0,SI_666,53.324635,-6.264912,1550,True
1.0,2.0,D2,53.352375,-6.250026,2350,True
4.0,3.0,B3,53.345862,-6.279952,3500,True
2.0,2.0,C1,53.295106077,-6.295221401,2270,True
1.0,1.0,D1,53.33637436211296,-6.296150412738058,1216,False
1.0,4.0,D2,53.334167,-6.235026,3048,False
1.0,2.0,G,53.352254,-6.285618,1873,False
2.0,2.0,C3,53.346366,-6.346661,2750,True
1.0,2.0,E1,53.304115,-6.245962,1850,False
1.0,2.0,C2,53.362431,-6.180388,2300,True
1.0,1.0,SI_666,53.349687,-6.241755,2000,True
1.0,1.0,B2,53.307198871956,-6.3718497008085,1550,True
1.0,1.0,SI_666,53.311454,-6.278586,2000,True
2.0,2.0,SI_666,53.367562,-6.363673,2570,True
1.0,2.0,C2,53.345988,-6.243806,2250,True
2.0,2.0,B3,53.349564,-6.238707,2800,True
1.0,2.0,C1,53.345196,-6.236246,2400,True
2.0,2.0,B3,53.345738,-6.237461,2700,True
2.0,2.0,C1,53.345738,-6.237461,2995,True
,1.0,SI_666,53.354529,-6.294855,1304,False
1.0,4.0,A1,53.325339,-6.430381,3000,False
1.0,2.0,C1,53.335243,-6.234377,1908,True
1.0,2.0,C2,53.284611,-6.378513,2200,True
1.0,1.0,SI_666,53.290288,-6.133931,1700,True
1.0,1.0,SI_666,53.334255,-6.27443,2000,True
1.0,1.0,SI_666,53.365355,-6.241357,2000,True
